chr1	11176000	11176499	0.0	0.0	0.0	6.0	26.0	0.0	0.0	0.0	6.0	33.0	27.0	8.0	2.0	6.0	33.0	7.0	0.0	0.0	5.0	28.0	0.0	0.0	1.0	7.0	31.0	12.0	5.0	1.0	0.0	7.0	1.0	0.0	4.0	18.0	168.0	3.0	5.0	0.0	11.0	122.0	0.0	0.0	0.0	6.0	52.0	chr1	11176000	11176499	0.0	1.0	0.0	5.0	81.0	0.0	0.0	0.0	6.0	63.0	38.0	14.0	8.0	16.0	66.0	6.0	2.0	3.0	12.0	105.0	0.0	0.0	1.0	10.0	108.0	15.0	5.0	1.0	0.0	5.0	0.0	0.0	0.0	10.0	155.0	1.0	0.0	0.0	2.0	24.0	0.0	0.0	0.0	4.0	41.0
chr1	11944000	11944499	3.0	4.0	1.0	4.0	12.0	1.0	0.0	3.0	6.0	22.0	19.0	14.0	0.0	33.0	22.0	0.0	0.0	0.0	12.0	14.0	0.0	3.0	1.0	5.0	17.0	16.0	2.0	0.0	2.0	1.0	0.0	7.0	4.0	60.0	53.0	1.0	3.0	1.0	9.0	66.0	2.0	2.0	2.0	16.0	49.0	chr1	11944000	11944499	0.0	2.0	1.0	17.0	53.0	3.0	1.0	0.0	12.0	53.0	11.0	12.0	2.0	19.0	41.0	3.0	3.0	3.0	14.0	42.0	1.0	0.0	1.0	13.0	70.0	18.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	19.0	85.0	1.0	2.0	0.0	18.0	20.0	3.0	1.0	1.0	7.0	23.0
chr1	12433500	12433999	25.0	3.0	0.0	1.0	8.0	11.0	2.0	0.0	1.0	22.0	88.0	1.0	0.0	1.0	11.0	7.0	2.0	0.0	3.0	18.0	29.0	4.0	0.0	0.0	1.0	24.0	0.0	2.0	1.0	0.0	67.0	13.0	0.0	20.0	61.0	16.0	4.0	4.0	23.0	69.0	53.0	2.0	0.0	3.0	11.0	chr1	12433500	12433999	36.0	2.0	1.0	3.0	30.0	20.0	0.0	0.0	10.0	49.0	115.0	6.0	0.0	1.0	4.0	54.0	13.0	0.0	8.0	29.0	95.0	10.0	0.0	3.0	5.0	11.0	2.0	0.0	2.0	1.0	104.0	14.0	2.0	9.0	12.0	1.0	2.0	0.0	4.0	25.0	26.0	6.0	0.0	3.0	1.0
chr1	18121500	18121999	0.0	0.0	1.0	5.0	25.0	0.0	0.0	0.0	8.0	23.0	0.0	1.0	1.0	8.0	57.0	0.0	0.0	0.0	5.0	15.0	2.0	1.0	3.0	1.0	26.0	15.0	4.0	0.0	1.0	11.0	1.0	4.0	3.0	23.0	107.0	1.0	1.0	4.0	24.0	93.0	0.0	2.0	2.0	12.0	49.0	chr1	18121500	18121999	0.0	0.0	1.0	10.0	51.0	0.0	0.0	2.0	7.0	41.0	0.0	1.0	3.0	35.0	78.0	0.0	3.0	2.0	18.0	75.0	5.0	6.0	8.0	29.0	49.0	10.0	5.0	2.0	0.0	3.0	1.0	0.0	2.0	22.0	89.0	0.0	0.0	0.0	6.0	21.0	0.0	0.0	0.0	0.0	20.0
chr1	19287500	19287999	4.0	0.0	0.0	3.0	30.0	2.0	0.0	2.0	4.0	28.0	1.0	3.0	0.0	14.0	60.0	0.0	0.0	0.0	2.0	35.0	13.0	0.0	1.0	3.0	12.0	1.0	2.0	0.0	5.0	19.0	33.0	3.0	2.0	12.0	108.0	1.0	2.0	1.0	11.0	92.0	51.0	0.0	0.0	2.0	28.0	chr1	19287500	19287999	0.0	0.0	0.0	9.0	42.0	0.0	1.0	0.0	6.0	59.0	3.0	13.0	4.0	13.0	83.0	0.0	2.0	3.0	11.0	101.0	4.0	10.0	2.0	26.0	82.0	0.0	1.0	1.0	2.0	19.0	85.0	5.0	0.0	3.0	25.0	0.0	0.0	0.0	4.0	33.0	26.0	0.0	0.0	1.0	3.0
chr1	23585500	23585999	1.0	4.0	0.0	4.0	13.0	3.0	3.0	0.0	2.0	15.0	0.0	0.0	0.0	6.0	37.0	0.0	0.0	0.0	9.0	12.0	0.0	2.0	0.0	5.0	12.0	21.0	0.0	0.0	3.0	5.0	0.0	6.0	1.0	18.0	67.0	2.0	5.0	1.0	17.0	57.0	3.0	8.0	0.0	13.0	23.0	chr1	23585500	23585999	2.0	2.0	0.0	10.0	30.0	21.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	19.0	62.0	0.0	7.0	0.0	18.0	44.0	0.0	6.0	0.0	33.0	48.0	6.0	2.0	0.0	3.0	3.0	10.0	4.0	0.0	21.0	67.0	0.0	0.0	0.0	5.0	17.0	1.0	2.0	0.0	5.0	22.0
chr1	23639500	23639999	1.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	3.0	5.0	1.0	5.0	0.0	6.0	12.0	3.0	2.0	0.0	3.0	5.0	0.0	1.0	0.0	10.0	3.0	4.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0	10.0	12.0	4.0	5.0	0.0	11.0	5.0	1.0	1.0	0.0	9.0	13.0	chr1	23639500	23639999	9.0	6.0	0.0	4.0	1.0	0.0	1.0	0.0	4.0	10.0	2.0	2.0	0.0	10.0	16.0	2.0	4.0	0.0	12.0	10.0	0.0	3.0	0.0	13.0	11.0	1.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	19.0	18.0	2.0	2.0	0.0	1.0	4.0	0.0	2.0	0.0	1.0	6.0
chr1	23789500	23789999	0.0	0.0	1.0	5.0	14.0	9.0	3.0	0.0	2.0	4.0	0.0	0.0	4.0	8.0	10.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	0.0	3.0	9.0	0.0	0.0	1.0	5.0	7.0	0.0	0.0	0.0	14.0	39.0	6.0	0.0	1.0	6.0	31.0	0.0	3.0	4.0	7.0	8.0	chr1	23789500	23789999	0.0	1.0	1.0	3.0	24.0	19.0	4.0	0.0	2.0	5.0	0.0	0.0	4.0	18.0	30.0	1.0	0.0	2.0	8.0	25.0	0.0	0.0	4.0	9.0	22.0	0.0	0.0	1.0	4.0	6.0	1.0	0.0	1.0	9.0	54.0	1.0	0.0	1.0	0.0	9.0	1.0	3.0	8.0	2.0	1.0
chr1	24018500	24018999	10.0	0.0	0.0	3.0	6.0	30.0	1.0	0.0	1.0	5.0	39.0	2.0	0.0	0.0	7.0	7.0	0.0	1.0	1.0	10.0	22.0	2.0	0.0	0.0	4.0	23.0	1.0	0.0	0.0	0.0	27.0	2.0	0.0	8.0	28.0	5.0	1.0	4.0	9.0	49.0	40.0	2.0	0.0	3.0	11.0	chr1	24018500	24018999	25.0	1.0	2.0	3.0	19.0	38.0	2.0	0.0	1.0	8.0	70.0	7.0	0.0	0.0	3.0	29.0	3.0	2.0	4.0	23.0	46.0	10.0	0.0	0.0	5.0	17.0	1.0	0.0	0.0	1.0	115.0	3.0	0.0	1.0	7.0	4.0	1.0	0.0	3.0	15.0	25.0	5.0	0.0	1.0	3.0
chr1	24051500	24051999	6.0	5.0	0.0	1.0	8.0	2.0	2.0	0.0	2.0	16.0	13.0	2.0	0.0	5.0	22.0	14.0	3.0	0.0	2.0	2.0	1.0	2.0	0.0	6.0	11.0	5.0	2.0	0.0	9.0	5.0	2.0	2.0	0.0	5.0	23.0	15.0	7.0	0.0	4.0	17.0	3.0	5.0	0.0	15.0	15.0	chr1	24051500	24051999	23.0	10.0	0.0	4.0	3.0	3.0	3.0	0.0	9.0	22.0	12.0	5.0	0.0	8.0	21.0	18.0	3.0	0.0	4.0	11.0	2.0	3.0	0.0	11.0	16.0	7.0	4.0	0.0	9.0	7.0	0.0	1.0	0.0	5.0	44.0	2.0	1.0	0.0	4.0	11.0	0.0	2.0	0.0	11.0	23.0
chr1	25743000	25743499	2.0	3.0	0.0	4.0	11.0	1.0	0.0	0.0	4.0	18.0	39.0	8.0	0.0	3.0	12.0	4.0	1.0	0.0	2.0	16.0	2.0	1.0	0.0	8.0	20.0	8.0	6.0	0.0	3.0	1.0	2.0	1.0	0.0	0.0	38.0	0.0	0.0	0.0	5.0	35.0	0.0	1.0	0.0	5.0	51.0	chr1	25743000	25743499	1.0	10.0	0.0	7.0	45.0	1.0	1.0	0.0	1.0	37.0	21.0	13.0	0.0	5.0	2.0	6.0	2.0	0.0	3.0	47.0	2.0	4.0	0.0	12.0	31.0	6.0	5.0	0.0	1.0	2.0	0.0	1.0	0.0	3.0	53.0	0.0	0.0	0.0	2.0	20.0	0.0	2.0	0.0	3.0	21.0
chr1	28392000	28392499	19.0	2.0	0.0	2.0	7.0	17.0	2.0	0.0	2.0	4.0	2.0	3.0	0.0	16.0	48.0	19.0	0.0	0.0	3.0	8.0	1.0	0.0	0.0	1.0	16.0	4.0	5.0	0.0	9.0	12.0	9.0	0.0	0.0	8.0	38.0	24.0	1.0	0.0	5.0	21.0	12.0	4.0	0.0	8.0	36.0	chr1	28392000	28392499	41.0	3.0	0.0	5.0	15.0	33.0	6.0	0.0	5.0	9.0	3.0	4.0	0.0	8.0	44.0	14.0	2.0	0.0	8.0	25.0	5.0	0.0	0.0	7.0	29.0	1.0	2.0	0.0	4.0	21.0	8.0	3.0	0.0	10.0	62.0	4.0	0.0	0.0	4.0	21.0	1.0	2.0	0.0	3.0	17.0
chr1	30869000	30869499	12.0	0.0	0.0	4.0	21.0	6.0	1.0	2.0	4.0	34.0	8.0	2.0	0.0	18.0	80.0	29.0	5.0	0.0	1.0	6.0	1.0	0.0	0.0	3.0	32.0	1.0	1.0	0.0	4.0	20.0	97.0	16.0	1.0	14.0	91.0	127.0	22.0	0.0	15.0	42.0	10.0	3.0	0.0	7.0	68.0	chr1	30869000	30869499	36.0	4.0	0.0	2.0	42.0	7.0	2.0	0.0	4.0	54.0	9.0	2.0	1.0	16.0	148.0	35.0	12.0	1.0	11.0	93.0	9.0	5.0	0.0	23.0	128.0	1.0	0.0	0.0	3.0	17.0	25.0	2.0	0.0	20.0	131.0	25.0	6.0	0.0	2.0	14.0	4.0	1.0	0.0	2.0	34.0
chr1	31001500	31001999	0.0	1.0	0.0	1.0	15.0	7.0	1.0	0.0	3.0	13.0	0.0	4.0	0.0	20.0	29.0	0.0	0.0	0.0	2.0	18.0	11.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	17.0	0.0	2.0	0.0	3.0	52.0	0.0	0.0	0.0	8.0	53.0	29.0	0.0	0.0	3.0	9.0	chr1	31001500	31001999	0.0	0.0	0.0	10.0	46.0	12.0	5.0	0.0	7.0	16.0	0.0	1.0	0.0	18.0	30.0	1.0	0.0	0.0	11.0	44.0	35.0	5.0	0.0	2.0	6.0	0.0	0.0	0.0	5.0	19.0	1.0	5.0	0.0	22.0	51.0	0.0	0.0	0.0	4.0	21.0	22.0	0.0	0.0	3.0	2.0
chr1	31262500	31262999	0.0	0.0	0.0	3.0	22.0	17.0	0.0	0.0	2.0	7.0	0.0	1.0	0.0	28.0	40.0	0.0	0.0	0.0	3.0	29.0	0.0	0.0	0.0	2.0	19.0	0.0	2.0	0.0	10.0	17.0	0.0	1.0	0.0	7.0	38.0	0.0	0.0	0.0	6.0	35.0	0.0	0.0	0.0	3.0	50.0	chr1	31262500	31262999	0.0	4.0	0.0	6.0	51.0	17.0	1.0	0.0	4.0	10.0	1.0	6.0	0.0	16.0	45.0	2.0	5.0	0.0	10.0	51.0	0.0	1.0	0.0	6.0	40.0	0.0	2.0	0.0	2.0	14.0	0.0	1.0	0.0	14.0	72.0	0.0	0.0	0.0	4.0	25.0	0.0	1.0	0.0	2.0	28.0
chr1	31673000	31673499	11.0	5.0	1.0	5.0	19.0	7.0	3.0	0.0	9.0	43.0	65.0	20.0	3.0	2.0	10.0	0.0	1.0	1.0	11.0	36.0	0.0	1.0	0.0	16.0	26.0	25.0	3.0	0.0	3.0	7.0	19.0	21.0	10.0	50.0	136.0	5.0	5.0	11.0	45.0	150.0	4.0	1.0	6.0	23.0	74.0	chr1	31673000	31673499	18.0	5.0	6.0	25.0	49.0	7.0	2.0	3.0	22.0	69.0	126.0	27.0	12.0	16.0	25.0	6.0	8.0	9.0	37.0	121.0	17.0	7.0	13.0	58.0	118.0	31.0	1.0	0.0	3.0	4.0	2.0	6.0	5.0	60.0	164.0	2.0	2.0	2.0	6.0	46.0	1.0	2.0	4.0	17.0	35.0
chr1	31827500	31827999	4.0	2.0	0.0	1.0	9.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	1.0	17.0	4.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	2.0	20.0	13.0	5.0	0.0	1.0	9.0	2.0	0.0	0.0	0.0	18.0	chr1	31827500	31827999	11.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	7.0	16.0	1.0	1.0	0.0	2.0	29.0	6.0	1.0	0.0	0.0	12.0	0.0	1.0	0.0	3.0	24.0	0.0	0.0	0.0	1.0	9.0	1.0	3.0	0.0	4.0	28.0	7.0	1.0	0.0	3.0	8.0	2.0	0.0	0.0	2.0	16.0
chr1	33099500	33099999	9.0	0.0	0.0	8.0	12.0	2.0	2.0	0.0	5.0	16.0	2.0	0.0	1.0	8.0	46.0	21.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	12.0	1.0	3.0	2.0	2.0	15.0	47.0	3.0	3.0	5.0	30.0	55.0	5.0	2.0	4.0	11.0	17.0	1.0	3.0	14.0	32.0	chr1	33099500	33099999	19.0	3.0	2.0	5.0	33.0	4.0	1.0	0.0	4.0	42.0	8.0	2.0	2.0	16.0	54.0	42.0	2.0	3.0	6.0	27.0	4.0	1.0	1.0	19.0	52.0	3.0	4.0	1.0	1.0	12.0	18.0	8.0	1.0	7.0	53.0	19.0	0.0	0.0	1.0	2.0	5.0	2.0	0.0	4.0	13.0
chr1	33343500	33343999	15.0	7.0	1.0	7.0	5.0	30.0	3.0	0.0	1.0	2.0	44.0	11.0	1.0	3.0	5.0	16.0	3.0	2.0	5.0	7.0	20.0	4.0	1.0	2.0	0.0	20.0	2.0	0.0	3.0	1.0	6.0	10.0	0.0	18.0	37.0	47.0	10.0	2.0	4.0	17.0	55.0	2.0	2.0	10.0	4.0	chr1	33343500	33343999	24.0	6.0	4.0	13.0	12.0	37.0	3.0	0.0	4.0	7.0	48.0	8.0	3.0	13.0	2.0	41.0	21.0	3.0	16.0	18.0	46.0	10.0	2.0	0.0	3.0	17.0	4.0	3.0	3.0	1.0	7.0	3.0	9.0	26.0	57.0	9.0	3.0	2.0	7.0	26.0	24.0	2.0	0.0	2.0	4.0
chr1	35345000	35345499	7.0	0.0	0.0	2.0	15.0	4.0	0.0	0.0	6.0	11.0	1.0	1.0	0.0	5.0	43.0	14.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	18.0	1.0	1.0	1.0	1.0	19.0	2.0	0.0	3.0	2.0	55.0	28.0	1.0	3.0	2.0	30.0	3.0	0.0	0.0	1.0	31.0	chr1	35345000	35345499	10.0	5.0	0.0	1.0	26.0	4.0	0.0	0.0	9.0	36.0	0.0	0.0	1.0	2.0	46.0	27.0	1.0	4.0	3.0	29.0	0.0	0.0	1.0	10.0	62.0	0.0	0.0	0.0	1.0	14.0	0.0	1.0	1.0	4.0	49.0	3.0	0.0	0.0	2.0	12.0	0.0	0.0	0.0	1.0	22.0
chr1	36457500	36457999	10.0	2.0	0.0	10.0	9.0	5.0	0.0	1.0	7.0	19.0	14.0	0.0	0.0	14.0	40.0	19.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	4.0	16.0	0.0	1.0	0.0	9.0	15.0	30.0	4.0	1.0	12.0	26.0	37.0	8.0	0.0	11.0	9.0	4.0	4.0	0.0	19.0	29.0	chr1	36457500	36457999	21.0	4.0	0.0	6.0	28.0	13.0	3.0	0.0	14.0	23.0	6.0	1.0	1.0	18.0	44.0	35.0	3.0	2.0	16.0	19.0	6.0	3.0	1.0	23.0	39.0	0.0	0.0	0.0	4.0	17.0	8.0	3.0	0.0	14.0	55.0	13.0	2.0	0.0	3.0	6.0	0.0	1.0	0.0	9.0	11.0
chr1	39215000	39215499	4.0	0.0	1.0	2.0	12.0	2.0	0.0	0.0	5.0	18.0	32.0	5.0	3.0	9.0	11.0	15.0	2.0	1.0	2.0	3.0	0.0	0.0	0.0	3.0	17.0	0.0	1.0	0.0	6.0	11.0	54.0	4.0	3.0	11.0	32.0	54.0	5.0	1.0	6.0	9.0	12.0	0.0	0.0	6.0	49.0	chr1	39215000	39215499	22.0	4.0	3.0	6.0	14.0	9.0	0.0	0.0	11.0	41.0	28.0	6.0	5.0	17.0	37.0	17.0	2.0	8.0	16.0	25.0	3.0	0.0	1.0	17.0	68.0	0.0	0.0	2.0	5.0	17.0	14.0	1.0	0.0	11.0	67.0	23.0	0.0	1.0	1.0	2.0	3.0	0.0	3.0	6.0	15.0
chr1	39707500	39707999	0.0	0.0	1.0	2.0	34.0	1.0	0.0	0.0	5.0	35.0	25.0	7.0	2.0	16.0	52.0	0.0	2.0	1.0	5.0	23.0	31.0	1.0	0.0	2.0	4.0	0.0	1.0	1.0	6.0	40.0	2.0	2.0	1.0	11.0	69.0	1.0	1.0	3.0	7.0	72.0	23.0	5.0	7.0	14.0	37.0	chr1	39707500	39707999	0.0	0.0	1.0	15.0	86.0	5.0	0.0	1.0	17.0	75.0	24.0	4.0	9.0	18.0	42.0	3.0	1.0	1.0	6.0	75.0	71.0	2.0	3.0	0.0	7.0	0.0	1.0	2.0	4.0	22.0	4.0	1.0	2.0	11.0	86.0	2.0	1.0	0.0	9.0	34.0	4.0	1.0	6.0	4.0	34.0
chr1	39860000	39860499	0.0	0.0	0.0	2.0	17.0	0.0	0.0	0.0	4.0	17.0	0.0	2.0	0.0	3.0	45.0	0.0	0.0	0.0	3.0	24.0	0.0	2.0	0.0	2.0	15.0	0.0	1.0	0.0	1.0	16.0	14.0	0.0	0.0	6.0	21.0	0.0	0.0	0.0	6.0	23.0	5.0	5.0	0.0	5.0	28.0	chr1	39860000	39860499	0.0	1.0	0.0	4.0	36.0	0.0	1.0	0.0	2.0	26.0	0.0	0.0	0.0	1.0	26.0	2.0	1.0	0.0	2.0	22.0	0.0	0.0	0.0	8.0	30.0	0.0	1.0	0.0	1.0	23.0	42.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	5.0	16.0	4.0	2.0	0.0	6.0	7.0
chr1	40381500	40381999	4.0	0.0	0.0	2.0	13.0	2.0	1.0	0.0	6.0	14.0	7.0	2.0	0.0	11.0	42.0	22.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	20.0	1.0	0.0	0.0	5.0	16.0	39.0	4.0	0.0	5.0	27.0	64.0	7.0	0.0	3.0	9.0	18.0	3.0	0.0	13.0	24.0	chr1	40381500	40381999	27.0	3.0	0.0	4.0	19.0	13.0	1.0	0.0	5.0	30.0	2.0	3.0	0.0	10.0	60.0	34.0	5.0	0.0	5.0	14.0	6.0	2.0	0.0	21.0	53.0	0.0	0.0	0.0	3.0	15.0	11.0	5.0	0.0	12.0	50.0	26.0	1.0	0.0	0.0	1.0	4.0	3.0	0.0	2.0	18.0
chr1	40807000	40807499	6.0	0.0	1.0	6.0	10.0	4.0	0.0	2.0	8.0	8.0	46.0	2.0	2.0	3.0	3.0	1.0	1.0	0.0	3.0	12.0	0.0	0.0	1.0	3.0	8.0	18.0	0.0	0.0	3.0	1.0	19.0	1.0	2.0	16.0	57.0	4.0	3.0	10.0	13.0	43.0	7.0	0.0	1.0	17.0	23.0	chr1	40807000	40807499	15.0	2.0	1.0	14.0	13.0	7.0	0.0	1.0	11.0	11.0	38.0	3.0	3.0	9.0	21.0	17.0	4.0	10.0	29.0	38.0	5.0	4.0	7.0	19.0	52.0	10.0	0.0	2.0	2.0	3.0	5.0	5.0	2.0	31.0	34.0	1.0	0.0	1.0	7.0	13.0	1.0	0.0	2.0	10.0	10.0
